txno,    txndate,   custno, amount,      category,       product,                 city,     state,     spendby
2730,11-28-2011,4003715,71.38,Indoor Games,Billiards,Newark,New Jersey,credit
2731,07-05-2011,4005391,49.57,Exercise & Fitness,Exercise Balls,Eugene,Oregon,credit
2732,02-13-2011,4004452,96.05,Games,Bingo Sets,Baltimore,Maryland,credit
2733,12-06-2011,4003158,154.28,Winter Sports,Sledding,Flint,Michigan,credit
2734,09-22-2011,4004863,184.31,Outdoor Play Equipment,Outdoor Playsets,Honolulu  ,Hawaii,credit
2735,06-04-2011,4007812,15.42,Jumping,Trampolines,Kansas City,Kansas,credit
2736,04-07-2011,4003488,29.94,Outdoor Recreation,Lawn Games,Boston,Massachusetts,credit
2737,12-05-2011,4001747,159.2,Outdoor Play Equipment,Lawn Water Slides,Columbia,South Carolina,credit
2738,09-28-2011,4008505,157.28,Outdoor Recreation,Equestrian,Cleveland,Ohio,credit
2739,06-09-2011,4000879,22.29,Outdoor Play Equipment,Playhouses,Portland,Oregon,credit
2740,01-08-2011,4003364,198.62,Games,Dice & Dice Sets,Baltimore,Maryland,credit
2741,07-14-2011,4003637,160.12,Team Sports,Curling,Rockford,Illinois,credit
2742,06-16-2011,4001708,142.08,Gymnastics,Gymnastics Rings,Anaheim,California,credit
2743,06-18-2011,4006523,71.86,Exercise & Fitness,Yoga & Pilates,Jackson,Mississippi,credit
2744,07-26-2011,4006677,85.64,Games,Poker Chips & Sets,Charleston,South Carolina,credit
2745,10-03-2011,4003679,196.05,Outdoor Play Equipment,Lawn Water Slides,Coral Springs,Florida,credit
2746,04-02-2011,4009442,117.85,Outdoor Recreation,Skating,Buffalo,New York,credit
2747,01-18-2011,4003457,66,Combat Sports,Wrestling,Orlando,Florida,credit
2748,07-10-2011,4007782,47.75,Gymnastics,Gymnastics Bars,Denver  ,Colorado,cash
2749,08-07-2011,4005009,154.17,Water Sports,Bodyboarding,Lexington,Kentucky,credit
2750,05-17-2011,4003873,130.79,Jumping,Jumping Stilts,Vancouver,Washington,credit
2751,04-16-2011,4007095,82.9,Team Sports,Baseball,Salem,Oregon,credit
2752,08-16-2011,4001133,121.64,Outdoor Recreation,Hunting,Lowell,Massachusetts,credit
2753,08-03-2011,4009528,161.74,Gymnastics,Pommel Horses,Everett,Washington,credit
2754,06-06-2011,4008505,42.16,Outdoor Recreation,Rock Climbing,San Francisco,California,cash
2755,10-10-2011,4000468,134.25,Racquet Sports,Badminton,Santa Ana,California,credit
2756,01-17-2011,4002971,167.59,Exercise & Fitness,Medicine Balls,Flint,Michigan,credit
2757,01-08-2011,4005065,166.57,Outdoor Recreation,Track & Field,Jackson,Mississippi,credit
2758,03-03-2011,4006757,192.2,Team Sports,Cheerleading,Houston,Texas,credit
2759,08-22-2011,4002043,38.38,Outdoor Recreation,Fishing,Colorado Springs,Colorado,cash
2760,01-29-2011,4005168,179.1,Team Sports,Soccer,San Jose,California,credit
2761,03-07-2011,4002067,26.05,Team Sports,Beach Volleyball,Gilbert,Arizona,cash
2762,02-21-2011,4003515,60.56,Indoor Games,Table Shuffleboard,Eugene,Oregon,credit
2763,08-06-2011,4008554,62.48,Water Sports,Bodyboarding,Gilbert,Arizona,credit
2764,11-26-2011,4004098,64.38,Team Sports,Soccer,San Jose,California,credit
2765,03-02-2011,4008040,129.28,Outdoor Recreation,Rock Climbing,Los Angeles,California,credit
2766,03-13-2011,4009623,63.69,Outdoor Recreation,Deck Shuffleboard,Nashville  ,Tennessee,credit
2767,01-05-2011,4009727,38,Exercise & Fitness,Gym Mats,Tampa,Florida,cash
2768,07-30-2011,4003799,53.92,Indoor Games,Foosball,Denton,Texas,credit
2769,01-02-2011,4000881,167.6,Games,Dice Games,Omaha,Nebraska,credit
2770,05-31-2011,4006499,99.59,Outdoor Recreation,Hunting,Boston,Massachusetts,credit
2771,03-16-2011,4008354,46.42,Water Sports,Kitesurfing,Rockford,Illinois,cash
2772,02-18-2011,4008487,62.27,Jumping,Trampolines,Des Moines,Iowa,credit
2773,05-08-2011,4003580,88.39,Indoor Games,Table Shuffleboard,Irving,Texas,credit
2774,05-03-2011,4002603,32.85,Outdoor Play Equipment,Outdoor Playsets,Cincinnati,Ohio,cash
2775,08-19-2011,4004531,8.06,Water Sports,Whitewater Rafting,Philadelphia,Pennsylvania,cash
2776,12-09-2011,4003411,142.94,Team Sports,Softball,Chattanooga,Tennessee,credit
2777,07-14-2011,4002685,91.82,Outdoor Play Equipment,Slides,Kansas City,Kansas,credit
2778,09-27-2011,4006660,84.47,Gymnastics,Gymnastics Bars,Newark,New Jersey,credit
2779,02-17-2011,4006106,34.53,Games,Mahjong,Seattle,Washington,cash
2780,01-31-2011,4004356,191.12,Team Sports,Curling,Dayton,Ohio,credit
2781,07-27-2011,4005402,135.13,Outdoor Recreation,Geocaching,Midland,Texas,credit
2782,04-16-2011,4001518,156.06,Team Sports,Team Handball,Fremont,California,credit
2783,01-06-2011,4001216,90.56,Games,Portable Electronic Games,Scottsdale,Arizona,credit
2784,06-19-2011,4008379,92.07,Winter Sports,Snowshoeing,Chattanooga,Tennessee,credit
2785,07-12-2011,4002764,143.24,Exercise & Fitness,Cardio Machine Accessories,Durham,North Carolina,credit
2786,08-04-2011,4002990,41.64,Exercise & Fitness,Cardio Machines,Portland,Oregon,cash
2787,11-15-2011,4006939,198.42,Outdoor Recreation,Shooting Games,Columbia,South Carolina,credit
2788,11-23-2011,4009790,75.98,Exercise & Fitness,Weightlifting Gloves,Scottsdale,Arizona,credit
2789,11-09-2011,4002572,183.98,Outdoor Play Equipment,Playhouses,Scottsdale,Arizona,credit
2790,02-27-2011,4004055,47.61,Jumping,Trampolines,Vancouver,Washington,cash
2791,09-08-2011,4005560,188.18,Outdoor Recreation,Cycling,Miami,Florida,credit
2792,02-12-2011,4001485,195.35,Exercise & Fitness,Weightlifting Gloves,Oakland,California,credit
2793,05-04-2011,4001651,125.27,Outdoor Recreation,Archery,Everett,Washington,credit
2794,08-13-2011,4003893,187.17,Outdoor Recreation,Disc Golf,Salt Lake City,Utah,credit
2795,03-30-2011,4002098,14.13,Water Sports,Boating,Oakland,California,cash
2796,02-04-2011,4001471,121.31,Exercise & Fitness,Weightlifting Machines,Berkeley,California,credit
2797,11-01-2011,4006056,165.75,Outdoor Recreation,Skating,Kansas City,Kansas,credit
2798,06-22-2011,4009840,130.01,Jumping,Trampoline Accessories,Reno,Nevada,credit
2799,01-19-2011,4004705,122.25,Games,Portable Electronic Games,Midland,Texas,credit
2800,06-07-2011,4004386,12.4,Team Sports,Indoor Volleyball,Westminster,Colorado,credit
2801,06-02-2011,4007258,99.17,Exercise & Fitness,Weightlifting Gloves,Honolulu  ,Hawaii,credit
2802,04-21-2011,4001733,161.15,Water Sports,Scuba Diving & Snorkeling,Pasadena,California,credit
2803,06-23-2011,4007323,165.77,Winter Sports,Cross-Country Skiing,Los Angeles,California,credit
2804,11-19-2011,4009090,42.13,Exercise & Fitness,Foam Rollers,Detroit,Michigan,credit
2805,04-13-2011,4003228,81.47,Outdoor Play Equipment,Playhouses,Dayton,Ohio,credit
2806,12-25-2011,4008762,19.45,Winter Sports,Snowshoeing,Phoenix,Arizona,credit
2807,06-14-2011,4007052,154.63,Team Sports,Softball,Tampa,Florida,credit
2808,05-29-2011,4008431,30.89,Outdoor Recreation,Rock Climbing,San Jose,California,credit
2809,06-25-2011,4002210,103.06,Outdoor Recreation,Tetherball,San Jose,California,credit
2810,01-25-2011,4008130,126.38,Outdoor Recreation,Geocaching,Santa Ana,California,credit
2811,11-20-2011,4003741,26.84,Games,Poker Chips & Sets,Omaha,Nebraska,credit
2812,12-18-2011,4002495,7.73,Exercise & Fitness,Jump Ropes,Salt Lake City,Utah,credit
2813,10-26-2011,4004732,192.43,Gymnastics,Gymnastics Protective Gear,Midland,Texas,credit
2814,11-04-2011,4009709,104.66,Exercise & Fitness,Weightlifting Gloves,Alexandria  ,Virginia,credit
2815,11-27-2011,4004802,113.19,Water Sports,Towed Water Sports,Miami,Florida,credit
2816,09-26-2011,4003538,158.95,Dancing,Ballet Bars,Birmingham,Alabama,credit
2817,01-12-2011,4009031,65.01,Outdoor Recreation,Riding Scooters,Hartford,Connecticut,credit
2818,01-02-2011,4001213,63.85,Team Sports,Football,Anaheim,California,credit
2819,01-28-2011,4002227,98.25,Air Sports,Air Suits,Montgomery,Alabama,credit
2820,11-10-2011,4000395,157.56,Indoor Games,Air Hockey,Huntsville,Alabama,credit
2821,01-15-2011,4000713,109.78,Team Sports,Softball,Boise,Idaho,credit
2822,01-21-2011,4001550,140.54,Outdoor Play Equipment,Water Tables,Richmond  ,Virginia,credit
2823,02-09-2011,4009193,89.33,Outdoor Recreation,Disc Golf,Stamford,Connecticut,credit
2824,02-01-2011,4000928,191.49,Water Sports,Swimming,St. Louis  ,Missouri,credit
2825,03-28-2011,4006864,63.62,Dancing,Ballet Bars,Chattanooga,Tennessee,credit
2826,10-20-2011,4001030,81.07,Outdoor Play Equipment,Water Tables,Fremont,California,credit
2827,12-09-2011,4003850,110.79,Team Sports,Football,Fremont,California,credit
2828,02-15-2011,4002682,147.41,Outdoor Play Equipment,Water Tables,Pittsburgh,Pennsylvania,credit
2829,08-23-2011,4001745,81.44,Games,Mahjong,New Orleans,Louisiana,credit
2830,04-15-2011,4005887,37.27,Outdoor Recreation,Lawn Games,Everett,Washington,credit
2831,08-05-2011,4005075,69.62,Team Sports,Hockey,Paterson,New Jersey,credit
2832,05-10-2011,4004121,33.14,Outdoor Recreation,Running,Everett,Washington,credit
2833,04-20-2011,4008895,162.74,Puzzles,Jigsaw Puzzles,Nashville  ,Tennessee,credit
2834,07-18-2011,4008460,112.95,Winter Sports,Downhill Skiing,Montgomery,Alabama,credit
2835,01-21-2011,4004524,123.74,Team Sports,Softball,Honolulu  ,Hawaii,credit
2836,12-12-2011,4003078,43.1,Games,Dominoes,Clarksville,Tennessee,credit
2837,06-10-2011,4007003,22.35,Outdoor Recreation,Archery,Madison,Wisconsin,credit
2838,06-01-2011,4008542,78.98,Team Sports,Cricket,Detroit,Michigan,credit
2839,03-31-2011,4004002,7.58,Exercise & Fitness,Weightlifting Machines,Detroit,Michigan,credit
2840,01-23-2011,4009692,44.02,Gymnastics,Gymnastics Bars,Hartford,Connecticut,credit
2841,11-06-2011,4001767,71.04,Outdoor Recreation,Archery,Los Angeles,California,credit
2842,06-02-2011,4001673,173.95,Outdoor Recreation,Golf,Milwaukee,Wisconsin,credit
2843,02-23-2011,4004777,104.72,Water Sports,Kitesurfing,Baltimore,Maryland,credit
2844,12-12-2011,4003667,27.24,Outdoor Recreation,Lawn Games,Colorado Springs,Colorado,cash
2845,04-15-2011,4002576,73.13,Exercise & Fitness,Gym Mats,Hartford,Connecticut,credit
2846,06-08-2011,4004387,194.9,Gymnastics,Gymnastics Mats,Philadelphia,Pennsylvania,credit
2847,07-04-2011,4002720,135.2,Gymnastics,Pommel Horses,Sunnyvale,California,credit
2848,04-28-2011,4009415,168.66,Gymnastics,Gymnastics Bars,Rockford,Illinois,credit
2849,01-06-2011,4004684,95.75,Combat Sports,Martial Arts,Oklahoma City,Oklahoma,credit
2850,07-05-2011,4000710,28.75,Games,Portable Electronic Games,Lexington,Kentucky,cash
2851,09-08-2011,4001835,154.98,Winter Sports,Downhill Skiing,San Antonio,Texas,credit
2852,03-25-2011,4004890,138.72,Exercise & Fitness,Cardio Machine Accessories,Salt Lake City,Utah,credit
2853,04-18-2011,4009981,85.94,Outdoor Recreation,Skateboarding,Anaheim,California,credit
2854,07-20-2011,4008626,99.85,Gymnastics,Gymnastics Bars,Las Vegas,Nevada,credit
2855,12-11-2011,4006438,192.64,Gymnastics,Vaulting Horses,Las Vegas,Nevada,credit
2856,01-20-2011,4009875,66.84,Indoor Games,Foosball,Columbus,Georgia,credit
2857,02-24-2011,4002000,33.62,Outdoor Recreation,Ice Climbing,Miami,Florida,cash
2858,03-29-2011,4003382,122.53,Racquet Sports,Badminton,Cambridge,Massachusetts,credit
2859,12-04-2011,4008146,82.82,Gymnastics,Gymnastics Mats,Reno,Nevada,credit
2860,12-21-2011,4005739,143.08,Indoor Games,Foosball,Omaha,Nebraska,credit
2861,11-14-2011,4007670,164.84,Team Sports,Hockey,Centennial,Colorado,credit
2862,08-10-2011,4003741,24.25,Indoor Games,Darts,Sunnyvale,California,cash
2863,02-04-2011,4003983,8.3,Games,Card Games,Salem,Oregon,cash
2864,05-14-2011,4006361,174.07,Indoor Games,Table Shuffleboard,Salt Lake City,Utah,credit
2865,06-04-2011,4008353,101.13,Outdoor Play Equipment,Sandboxes,Oakland,California,credit
2866,02-21-2011,4003900,5.68,Outdoor Recreation,Rock Climbing,Clarksville,Tennessee,cash
2867,10-17-2011,4005246,196.76,Games,Portable Electronic Games,Austin,Texas,credit
2868,03-06-2011,4006111,70.9,Indoor Games,Bowling,Montgomery,Alabama,credit
2869,06-22-2011,4001064,147.11,Outdoor Play Equipment,Outdoor Playsets,Sunnyvale,California,credit
2870,03-23-2011,4009837,48.15,Indoor Games,Table Shuffleboard,Hampton  ,Virginia,cash
2871,08-27-2011,4000691,10.15,Water Sports,Bodyboarding,Richmond  ,Virginia,cash
2872,04-18-2011,4006481,157.98,Exercise & Fitness,Free Weights,New York,New York,credit
2873,09-23-2011,4000167,59.31,Exercise & Fitness,Jump Ropes,Reno,Nevada,credit
2874,12-18-2011,4005674,91.53,Games,Dice Games,Chattanooga,Tennessee,credit
2875,07-16-2011,4007162,168.71,Combat Sports,Fencing,Huntsville,Alabama,credit
2876,03-28-2011,4002778,59.78,Exercise & Fitness,Gym Mats,Jacksonville ,Florida,credit
2877,02-07-2011,4007569,55.29,Jumping,Bungee Jumping,Gilbert,Arizona,credit
2878,03-09-2011,4003037,197.03,Team Sports,Soccer,Columbia,South Carolina,credit
2879,07-08-2011,4000100,102.97,Outdoor Recreation,Riding Scooters,Omaha,Nebraska,credit
2880,04-22-2011,4007295,60.87,Outdoor Recreation,Deck Shuffleboard,San Jose,California,credit
2881,08-09-2011,4000223,147.74,Outdoor Recreation,Ice Climbing,Scottsdale,Arizona,credit
2882,05-16-2011,4002351,154.38,Exercise & Fitness,Free Weight Bars,Philadelphia,Pennsylvania,credit
2883,01-16-2011,4002934,81.14,Water Sports,Surfing,Midland,Texas,credit
2884,07-14-2011,4004554,134.67,Gymnastics,Gymnastics Rings,Jackson,Mississippi,credit
2885,11-22-2011,4005054,88.85,Outdoor Recreation,Archery,San Antonio,Texas,credit
2886,01-15-2011,4007012,191.08,Outdoor Recreation,Motorsports,San Diego,California,credit
2887,03-26-2011,4003823,74.96,Games,Dice Games,Vancouver,Washington,credit
2888,04-04-2011,4002971,107.28,Winter Sports,Cross-Country Skiing,Boise,Idaho,credit
2889,03-01-2011,4005498,80.73,Indoor Games,Air Hockey,Houston,Texas,credit
2890,09-02-2011,4000111,113.97,Team Sports,Cricket,Madison,Wisconsin,credit
2891,02-15-2011,4003737,21.17,Exercise & Fitness,Cardio Machines,Lincoln,Nebraska,cash
2892,04-05-2011,4003666,24.57,Water Sports,Water Tubing,Gresham,Oregon,cash
2893,05-30-2011,4003451,137.83,Winter Sports,Snowshoeing,Pasadena,California,credit
2894,12-10-2011,4001959,128.54,Water Sports,Bodyboarding,Boise,Idaho,credit
2895,10-08-2011,4006689,65.89,Exercise & Fitness,Cardio Machines,Boston,Massachusetts,credit
2896,09-19-2011,4001293,79.17,Gymnastics,Pommel Horses,Seattle,Washington,credit
2897,03-02-2011,4001759,12.52,Gymnastics,Gymnastics Protective Gear,Denver  ,Colorado,cash
2898,05-25-2011,4001977,121.18,Gymnastics,Gymnastics Mats,Berkeley,California,credit
2899,05-07-2011,4008317,93,Winter Sports,Bobsledding,Oklahoma City,Oklahoma,credit
2900,01-15-2011,4001076,137.79,Outdoor Recreation,Golf,Irvine,California,credit
2901,05-29-2011,4002456,19.81,Team Sports,Baseball,Las Vegas,Nevada,credit
2902,03-05-2011,4007903,117.14,Gymnastics,Springboards,Paterson,New Jersey,credit
2903,10-19-2011,4006531,67.64,Racquet Sports,Racquetball,Coral Springs,Florida,credit
2904,11-13-2011,4003243,185.13,Jumping,Trampoline Accessories,Houston,Texas,credit
2905,10-15-2011,4002609,17.19,Indoor Games,Ping Pong,Colorado Springs,Colorado,credit
2906,08-17-2011,4003286,128.51,Team Sports,Beach Volleyball,Dayton,Ohio,credit
2907,02-01-2011,4007728,39.02,Combat Sports,Boxing,Richmond  ,Virginia,credit
2908,03-09-2011,4000374,186.43,Water Sports,Life Jackets,Miami,Florida,credit
2909,03-29-2011,4008004,130.04,Exercise & Fitness,Free Weights,Columbia,Missouri,credit
2910,11-11-2011,4007750,36.73,Team Sports,Softball,El Paso,Texas,credit
2911,10-24-2011,4002587,11.92,Exercise & Fitness,Cardio Machine Accessories,Denton,Texas,credit
2912,05-11-2011,4005378,133.79,Outdoor Recreation,Camping & Backpacking & Hiking,Orange,California,credit
2913,09-18-2011,4000671,137.56,Gymnastics,Balance Beams,Washington,District of Columbia,credit
2914,05-15-2011,4005670,152.68,Team Sports,Team Handball,Orange,California,credit
2915,11-19-2011,4000126,48.66,Team Sports,Indoor Volleyball,Vancouver,Washington,credit
2916,08-01-2011,4005181,189.61,Puzzles,Jigsaw Puzzles,Atlanta,Georgia,credit
2917,02-21-2011,4004263,98.66,Puzzles,Jigsaw Puzzles,Sacramento,California,credit
2918,11-12-2011,4002551,79.66,Combat Sports,Fencing,Vancouver,Washington,credit
2919,10-13-2011,4001678,98.43,Winter Sports,Snowmobiling,Chattanooga,Tennessee,credit
2920,10-19-2011,4007880,190.23,Indoor Games,Billiards,Honolulu  ,Hawaii,credit
2921,07-15-2011,4002146,181.21,Winter Sports,Luge,Salem,Oregon,credit
2922,06-12-2011,4009104,145.49,Exercise & Fitness,Weightlifting Belts,Orange,California,credit
2923,05-13-2011,4008018,92.74,Outdoor Recreation,Tetherball,Chattanooga,Tennessee,credit
2924,07-24-2011,4000705,53.81,Combat Sports,Wrestling,Chicago,Illinois,credit
2925,01-17-2011,4004469,117.25,Outdoor Recreation,Running,St. Petersburg,Florida,credit
2926,11-13-2011,4002066,34.47,Exercise & Fitness,Weightlifting Machines,Centennial,Colorado,credit
2927,03-16-2011,4008105,90.78,Winter Sports,Sledding,Colorado Springs,Colorado,credit
2928,11-19-2011,4009506,48.11,Outdoor Recreation,Skateboarding,Cincinnati,Ohio,credit
2929,09-05-2011,4007515,50.48,Outdoor Play Equipment,Outdoor Playsets,Gresham,Oregon,credit
2930,08-22-2011,4002637,192.66,Games,Board Games,Boise,Idaho,credit
2931,03-20-2011,4000165,44.88,Games,Mahjong,Sunnyvale,California,credit
2932,04-01-2011,4000195,22.1,Indoor Games,Bowling,Reno,Nevada,credit
2933,09-27-2011,4004183,91.16,Dancing,Ballet Bars,Midland,Texas,credit
2934,01-24-2011,4001858,7.08,Team Sports,Basketball,Boston,Massachusetts,credit
2935,09-18-2011,4004217,60.98,Exercise & Fitness,Weightlifting Machines,Honolulu  ,Hawaii,credit
2936,03-21-2011,4008302,173.89,Water Sports,Scuba Diving & Snorkeling,Jacksonville ,Florida,credit
2937,04-19-2011,4003696,77.05,Outdoor Recreation,Lawn Games,Green Bay,Wisconsin,credit
2938,01-30-2011,4008018,54.25,Jumping,Trampoline Accessories,Washington,District of Columbia,credit
2939,01-14-2011,4007834,170.26,Water Sports,Whitewater Rafting,Overland Park,Kansas,credit
2940,04-05-2011,4004860,43.33,Indoor Games,Table Shuffleboard,Berkeley,California,credit
2941,06-07-2011,4007840,12.44,Outdoor Play Equipment,Water Tables,Milwaukee,Wisconsin,cash
2942,01-21-2011,4009021,57.35,Winter Sports,Snowshoeing,Baltimore,Maryland,credit
2943,09-01-2011,4001251,42.23,Gymnastics,Balance Beams,San Francisco,California,cash
2944,05-02-2011,4007752,188.19,Water Sports,Whitewater Rafting,Des Moines,Iowa,credit
2945,11-10-2011,4005301,100.49,Water Sports,Scuba Diving & Snorkeling,Hampton  ,Virginia,credit
2946,02-11-2011,4000290,34.08,Water Sports,Wetsuits,San Francisco,California,cash
2947,01-11-2011,4006069,50.79,Games,Mahjong,Houston,Texas,credit
2948,09-24-2011,4007543,60.53,Winter Sports,Snowboarding,Long Beach,California,credit
2949,01-26-2011,4008812,122.26,Winter Sports,Snowshoeing,Memphis,Tennessee,credit
2950,10-24-2011,4004434,177.74,Outdoor Recreation,Riding Scooters,Detroit,Michigan,credit
2951,04-08-2011,4005942,193.39,Exercise & Fitness,Cardio Machines,Oklahoma City,Oklahoma,credit
2952,08-04-2011,4004842,13.36,Jumping,Pogo Sticks,Berkeley,California,cash
2953,05-10-2011,4008837,173.77,Winter Sports,Cross-Country Skiing,Sacramento,California,credit
2954,02-19-2011,4009675,144.1,Gymnastics,Vaulting Horses,Centennial,Colorado,credit
2955,10-30-2011,4000704,109.44,Winter Sports,Snowshoeing,Jackson,Mississippi,credit
2956,01-14-2011,4000388,146.9,Combat Sports,Martial Arts,Louisville,Kentucky,credit
